"","month","day","year","missing_var","s.mean","s.SD","p.GT.5","p.GT.25","p.GT.1","lag"
"1",8,3,2012,"SST",0.00684976640488115,1.19537825784672e-06,0,0,0,1
"2",8,3,2012,"CHLA",0,0,0,0,0,1
"3",8,3,2012,"EKE",0.00690048183033549,1.16054071799043e-06,0,7.73036487322202e-05,0.00108225108225108,1
"4",8,3,2012,"YWIND",0,0,0,0,0,1
"5",8,3,2012,"SLA",0.00213841378184988,3.02519198618181e-07,0,0,0,1
"6",8,4,2012,"SST",0.00714942710890899,1.13443427342522e-06,0,0,0,1
"7",8,4,2012,"CHLA",0,0,0,0,0,1
"8",8,4,2012,"EKE",0.0097221694425842,1.2117531672562e-06,0,0,0.00170068027210884,1
"9",8,4,2012,"YWIND",0,0,0,0,0,1
"10",8,4,2012,"SLA",0.00551785490915366,4.0917472072149e-07,0,0,0,1
"11",8,5,2012,"SST",0.00788188016654441,8.56743995844184e-07,0,0,0,1
"12",8,5,2012,"CHLA",0,0,0,0,0,1
"13",8,5,2012,"EKE",0.00722027029797718,1.21738873286226e-06,0,0,0.0015460729746444,1
"14",8,5,2012,"YWIND",0,0,0,0,0,1
"15",8,5,2012,"SLA",0.00164620151497826,2.63337025452347e-07,0,0,0,1
"16",8,6,2012,"SST",0.0152126935737328,1.27349357036598e-06,0,0,0.00200989486703772,1
"17",8,6,2012,"CHLA",0,0,0,0,0,1
"18",8,6,2012,"EKE",0.00711888506416929,1.19206434102503e-06,0,0,0.00131416202844774,1
"19",8,6,2012,"YWIND",0,0,0,0,0,1
"20",8,6,2012,"SLA",0.00149508520283163,2.78807269470894e-07,0,0,0,1
"21",8,7,2012,"SST",0.00755092956227629,1.33681469078301e-06,0,0,0.00146876932591218,1
"22",8,7,2012,"CHLA",0,0,0,0,0,1
"23",8,7,2012,"EKE",0.00750484064617509,1.25585069671636e-06,0,0,0.00170068027210884,1
"24",8,7,2012,"YWIND",0,0,0,0,0,1
"25",8,7,2012,"SLA",0.0033764703070491,2.83688287674694e-07,0,0,0,1
"26",8,8,2012,"SST",0.00596930915301343,1.00407053633455e-06,0,0,0.000850340136054422,1
"27",8,8,2012,"CHLA",0,0,0,0,0,1
"28",8,8,2012,"EKE",0.00796021824850612,1.22008533057486e-06,0,0,0.0019325912183055,1
"29",8,8,2012,"YWIND",0,0,0,0,0,1
"30",8,8,2012,"SLA",0.00270333802516312,2.81678353354474e-07,0,0,0,1
"31",8,9,2012,"SST",0.0198103003526842,2.28536743996266e-06,0,0,0.0245052566481138,7
"32",8,9,2012,"CHLA",0,0,0,0,0,7
"33",8,9,2012,"EKE",0.0374106242385837,5.11598794499493e-06,0,0.0118274582560297,0.132034632034632,7
"34",8,9,2012,"YWIND",0,0,0,0,0,7
"35",8,9,2012,"SLA",0.0194331189652377,1.75257502976872e-06,0,0,0.00780766852195424,7
"36",8,10,2012,"SST",0.0154386021103515,1.98383309015191e-06,0,0,0.011595547309833,7
"37",8,10,2012,"CHLA",0,0,0,0,0,7
"38",8,10,2012,"EKE",0.0368987324911804,5.12279476397174e-06,0,0.0118274582560297,0.128787878787879,7
"39",8,10,2012,"YWIND",0.0346279210912433,4.91366479625805e-06,0,0.0129097093382808,0.125231910946197,7
"40",8,10,2012,"SLA",0.0200854315721227,1.76632821332207e-06,0,0,0.00865800865800866,7
"41",8,11,2012,"SST",0.0147623728567462,1.94908798328337e-06,0,0,0.00734384662956091,7
"42",8,11,2012,"CHLA",0,0,0,0,0,7
"43",8,11,2012,"EKE",0.0353999759599328,5.21240317737893e-06,0.000309214594928881,0.0127551020408163,0.121985157699443,7
"44",8,11,2012,"YWIND",0.0610989926609217,8.50348353208566e-06,0.00834879406307978,0.0398113790970934,0.245361781076067,7
"45",8,11,2012,"SLA",0.0179495293163804,1.71078055039687e-06,0,0,0.00749845392702536,7
"46",8,12,2012,"SST",0.016832887020144,2.26943933450048e-06,0,0,0.0170068027210884,7
"47",8,12,2012,"CHLA",0,0,0,0,0,7
"48",8,12,2012,"EKE",0.0352386521345048,5.28706904232001e-06,0.000463821892393321,0.0112863327149041,0.122371675943105,7
"49",8,12,2012,"YWIND",0.0679379407796689,8.28662007317653e-06,0.00247371675943105,0.0810915275200989,0.282854050711194,7
"50",8,12,2012,"SLA",0.0192164018239995,1.69194696194396e-06,0,0,0.00749845392702536,7
"51",8,13,2012,"SST",0.0229475340241079,2.78444851807001e-06,0,0,0.0450680272108844,7
"52",8,13,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,7
"53",8,13,2012,"EKE",0.0358220126187553,5.34805743770535e-06,0.000463821892393321,0.0124458874458874,0.124768089053803,7
"54",8,13,2012,"YWIND",0.0685352843881618,7.60485229818275e-06,0.000463821892393321,0.0825602968460111,0.286023500309215,7
"55",8,13,2012,"SLA",0.0214366395654675,1.66839398074246e-06,0,0,0.00834879406307978,7
"56",8,14,2012,"SST",0.0258380894837693,2.98066135642278e-06,0,0,0.0631570810142239,7
"57",8,14,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,7
"58",8,14,2012,"EKE",0.0360043473900441,5.35447404177094e-06,0.000695732838589981,0.0134508348794063,0.125231910946197,7
"59",8,14,2012,"YWIND",0.0868010412196826,1.03769670537947e-05,0.0132189239332096,0.135745207173779,0.306508967223253,7
"60",8,14,2012,"SLA",0.0183194148262586,1.6387915236168e-06,0,0,0.00688002473716759,7
"61",8,15,2012,"SST",0.0251226400166057,2.85480236258665e-06,0,0,0.0566635745207174,7
"62",8,15,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,7
"63",8,15,2012,"EKE",0.0366093823980719,5.31384767460913e-06,0.000309214594928881,0.0136054421768707,0.129947433518862,7
"64",8,15,2012,"YWIND",0.107027574306545,1.17351872725081e-05,0.0264378478664193,0.17269635126778,0.370284477427335,7
"65",8,15,2012,"SLA",0.0167610287831631,1.61350290047976e-06,0,0,0.00664811379097093,7
"66",8,16,2012,"SST",0.0308082132246235,3.0350879922791e-06,0,0,0.0721243042671614,14
"67",8,16,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,14
"68",8,16,2012,"EKE",0.0562577616134083,7.56620111362683e-06,0.00216450216450216,0.0480055658627087,0.224876314162028,14
"69",8,16,2012,"YWIND",0.153139791512636,1.61148557347154e-05,0.104746444032158,0.274969078540507,0.394712430426716,14
"70",8,16,2012,"SLA",0.0298936195869246,2.9747272514846e-06,0,0.00162337662337662,0.054421768707483,14
"71",8,17,2012,"SST",0.0208056244971967,3.04657959027374e-06,0,0.0019325912183055,0.0348639455782313,14
"72",8,17,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,14
"73",8,17,2012,"EKE",0.0732119715729366,9.38390733084859e-06,0.00742115027829314,0.0872758194186766,0.282081014223871,14
"74",8,17,2012,"YWIND",0.158393055437269,1.58629465630449e-05,0.108225108225108,0.290893630179344,0.388064316635745,14
"75",8,17,2012,"SLA",0.0242814956537612,2.77319598859337e-06,0,0.000850340136054422,0.0386518243661101,14
"76",8,18,2012,"SST",0.0204492210689409,3.21597172618754e-06,0,0.00262832405689549,0.0356369820655535,14
"77",8,18,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,14
"78",8,18,2012,"EKE",0.07365727061447,9.45007126705474e-06,0.0076530612244898,0.0889764996907854,0.2823902288188,14
"79",8,18,2012,"YWIND",0.138893373396767,1.39827218527472e-05,0.0733611626468769,0.266774891774892,0.376004947433519,14
"80",8,18,2012,"SLA",0.0208228277549335,2.68690448436355e-06,0,0.000463821892393321,0.0303030303030303,14
"81",8,19,2012,"SST",0.0223130949001342,3.42352684607866e-06,0,0.00293753865182437,0.0470779220779221,14
"82",8,19,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,14
"83",8,19,2012,"EKE",0.073165511669073,9.39297314747411e-06,0.00695732838589981,0.0872758194186766,0.280921459492888,14
"84",8,19,2012,"YWIND",0.132510126805255,1.308603522582e-05,0.047387136672851,0.273191094619666,0.373299319727891,14
"85",8,19,2012,"SLA",0.0196491803800282,2.61967820439591e-06,0,0.000386518243661101,0.0273654916512059,14
"86",8,20,2012,"SST",0.0300202318963927,3.89502307946125e-06,0,0.00502473716759431,0.0822510822510823,14
"87",8,20,2012,"CHLA",0.0122337979239555,3.46137072346008e-06,0,0.00216450216450216,0.023191094619666,14
"88",8,20,2012,"EKE",0.0728976409382612,9.35007618912599e-06,0.00680272108843537,0.088126159554731,0.281462585034014,14
"89",8,20,2012,"YWIND",0.109615238100829,1.29397929936649e-05,0.0364873222016079,0.200371057513915,0.333951762523191,14
"90",8,20,2012,"SLA",0.0188552740075086,2.5624792414845e-06,0,0.000463821892393321,0.0253555967841682,14
"91",8,21,2012,"SST",0.0283945958251901,3.72650358923948e-06,0,0.00363327149041435,0.0725881261595547,14
"92",8,21,2012,"CHLA",0.0328167549142767,3.77145852529301e-06,0.00015460729746444,0.00463821892393321,0.201839826839827,14
"93",8,21,2012,"EKE",0.0724955263573081,9.30620044395732e-06,0.00626159554730983,0.0878169449598021,0.279916512059369,14
"94",8,21,2012,"YWIND",0.0799306973220738,9.0143009606041e-06,0.00177798392084106,0.10691094619666,0.317254174397032,14
"95",8,21,2012,"SLA",0.0207589105174185,2.62768712760916e-06,0,0.000309214594928881,0.0283704390847248,14
"96",8,22,2012,"SST",0.0271894091028,3.42521117030561e-06,0,0.00301484230055659,0.048469387755102,14
"97",8,22,2012,"CHLA",0.0328167549142767,3.77145852529301e-06,0.00015460729746444,0.00463821892393321,0.201839826839827,14
"98",8,22,2012,"EKE",0.0720316888350881,9.25280074979164e-06,0.00641620284477427,0.0858070500927644,0.27891156462585,14
"99",8,22,2012,"YWIND",0.095164269389897,9.5343365254217e-06,0.00657081014223871,0.149969078540507,0.358457019171305,14
"100",8,22,2012,"SLA",0.0234191194085814,2.67101764472642e-06,0,0.00023191094619666,0.0326994434137291,14
"101",8,23,2012,"SST",0.0235461528497537,3.21248395252033e-06,0,0.00177798392084106,0.0488559059987631,21
"102",8,23,2012,"CHLA",0.0328167549142767,3.77145852529301e-06,0.00015460729746444,0.00463821892393321,0.201839826839827,21
"103",8,23,2012,"EKE",0.0736772964436709,9.44988132267971e-06,0.00749845392702536,0.0909863945578231,0.283704390847248,21
"104",8,23,2012,"YWIND",0.0720527519505941,7.84464579204163e-06,0.00015460729746444,0.080395794681509,0.298855905998763,21
"105",8,23,2012,"SLA",0.0386655235417155,3.70397075225552e-06,0,0.00378787878787879,0.125,21
"106",8,24,2012,"SST",0.0208056244971967,3.04657959027374e-06,0,0.0019325912183055,0.0348639455782313,21
"107",8,24,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"108",8,24,2012,"EKE",0.0732119715729366,9.38390733084859e-06,0.00742115027829314,0.0872758194186766,0.282081014223871,21
"109",8,24,2012,"YWIND",0.0506977299942552,6.09209097463361e-06,0.00023191094619666,0.0234230055658627,0.234461966604824,21
"110",8,24,2012,"SLA",0.0380114387266588,3.67368306285534e-06,0,0.00371057513914657,0.120516388373531,21
"111",8,25,2012,"SST",0.0204492210689409,3.21597172618754e-06,0,0.00262832405689549,0.0356369820655535,21
"112",8,25,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"113",8,25,2012,"EKE",0.07365727061447,9.45007126705474e-06,0.0076530612244898,0.0889764996907854,0.2823902288188,21
"114",8,25,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,21
"115",8,25,2012,"SLA",0.0365845003344517,3.67883060985855e-06,0,0.00355596784168213,0.1110853432282,21
"116",8,26,2012,"SST",0.0223130949001342,3.42352684607866e-06,0,0.00293753865182437,0.0470779220779221,21
"117",8,26,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"118",8,26,2012,"EKE",0.073165511669073,9.39297314747411e-06,0.00695732838589981,0.0872758194186766,0.280921459492888,21
"119",8,26,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,21
"120",8,26,2012,"SLA",0.0377117775846457,3.69472136193709e-06,0,0.00355596784168213,0.117888064316636,21
"121",8,27,2012,"SST",0.0300202318963927,3.89502307946125e-06,0,0.00502473716759431,0.0822510822510823,21
"122",8,27,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"123",8,27,2012,"EKE",0.0728976409382612,9.35007618912599e-06,0.00680272108843537,0.088126159554731,0.281462585034014,21
"124",8,27,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,21
"125",8,27,2012,"SLA",0.0384816879700913,3.70167238287859e-06,0,0.00417439703153989,0.123531230674088,21
"126",8,28,2012,"SST",0.0283945958251901,3.72650358923948e-06,0,0.00363327149041435,0.0725881261595547,21
"127",8,28,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"128",8,28,2012,"EKE",0.0724955263573081,9.30620044395732e-06,0.00626159554730983,0.0878169449598021,0.279916512059369,21
"129",8,28,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,21
"130",8,28,2012,"SLA",0.0382366644859242,3.6888395144664e-06,0,0.00448361162646877,0.121212121212121,21
"131",8,29,2012,"SST",0.0271894091028,3.42521117030561e-06,0,0.00301484230055659,0.048469387755102,21
"132",8,29,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,21
"133",8,29,2012,"EKE",0.0720316888350881,9.25280074979164e-06,0.00641620284477427,0.0858070500927644,0.27891156462585,21
"134",8,29,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,21
"135",8,29,2012,"SLA",0.0389395328021133,3.68005506901305e-06,0,0.00479282622139765,0.125386518243661,21
"136",8,30,2012,"SST",0.0235461528497537,3.21248395252033e-06,0,0.00177798392084106,0.0488559059987631,28
"137",8,30,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,28
"138",8,30,2012,"EKE",0.0736772964436709,9.44988132267971e-06,0.00749845392702536,0.0909863945578231,0.283704390847248,28
"139",8,30,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,28
"140",8,30,2012,"SLA",0.0536708214799192,4.50153516291781e-06,0,0.012291280148423,0.266311069882498,28
"141",8,31,2012,"SST",0.0208056244971967,3.04657959027374e-06,0,0.0019325912183055,0.0348639455782313,28
"142",8,31,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,28
"143",8,31,2012,"EKE",0.0732119715729366,9.38390733084859e-06,0.00742115027829314,0.0872758194186766,0.282081014223871,28
"144",8,31,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,28
"145",8,31,2012,"SLA",0.0549949814635506,4.55180562334235e-06,0,0.0127551020408163,0.278756957328386,28
"146",9,1,2012,"SST",0.0235461528497537,3.21248395252033e-06,0,0.00177798392084106,0.0488559059987631,30
"147",9,1,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"148",9,1,2012,"EKE",0.0736772964436709,9.44988132267971e-06,0.00749845392702536,0.0909863945578231,0.283704390847248,30
"149",9,1,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"150",9,1,2012,"SLA",0.0591999307053702,4.76460615514874e-06,7.73036487322202e-05,0.0166202844774273,0.312461348175634,30
"151",9,2,2012,"SST",0.0205300979374772,2.89690648236597e-06,0,0.00146876932591218,0.0313079777365492,30
"152",9,2,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"153",9,2,2012,"EKE",0.0738079508517093,9.44105660537702e-06,0.00742115027829314,0.0891311069882498,0.282776747062461,30
"154",9,2,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"155",9,2,2012,"SLA",0.0588201123120298,4.81683532048801e-06,0.00015460729746444,0.0169294990723562,0.309137291280148,30
"156",9,3,2012,"SST",0.0198272626462446,3.09796101394074e-06,0,0.00224180581323438,0.0306895485466914,30
"157",9,3,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"158",9,3,2012,"EKE",0.0746343059712446,9.54608707706543e-06,0.0076530612244898,0.0926097711811998,0.28865182436611,30
"159",9,3,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"160",9,3,2012,"SLA",0.0504661715017538,4.68140643095528e-06,0.00015460729746444,0.0124458874458874,0.229591836734694,30
"161",9,4,2012,"SST",0.0221311254793425,3.64146204818538e-06,0,0.00448361162646877,0.0458410636982066,30
"162",9,4,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"163",9,4,2012,"EKE",0.0748381749057267,9.53385843556231e-06,0.00811688311688312,0.0939239332096475,0.287414965986395,30
"164",9,4,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"165",9,4,2012,"SLA",0.0466584436313584,4.57342664443945e-06,0,0.0105905998763142,0.192717996289425,30
"166",9,5,2012,"SST",0.0393639398523113,4.65941537405861e-06,0,0.0131416202844774,0.123685837971552,30
"167",9,5,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"168",9,5,2012,"EKE",0.0753815503265846,9.60103145925694e-06,0.00850340136054422,0.0950061842918986,0.289424860853432,30
"169",9,5,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"170",9,5,2012,"SLA",0.0424861005792828,4.51570921282379e-06,0,0.0095856524427953,0.15599876314162,30
"171",9,6,2012,"SST",0.0477716562867145,4.52424606963109e-06,0,0.0142238713667285,0.194186765615337,30
"172",9,6,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"173",9,6,2012,"EKE",0.0755066587919413,9.60649567414064e-06,0.00780766852195424,0.094465058750773,0.289192949907236,30
"174",9,6,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"175",9,6,2012,"SLA",0.037445700914064,4.47900389957929e-06,0,0.00912183055040198,0.116496598639456,30
"176",9,7,2012,"SST",0.0338494870736657,4.12549510101393e-06,0,0.00935374149659864,0.0987940630797774,30
"177",9,7,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"178",9,7,2012,"EKE",0.0758466886217977,9.63903149108294e-06,0.00796227581941868,0.0970160791589363,0.290970933828077,30
"179",9,7,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"180",9,7,2012,"SLA",0.0331571878402112,4.45435997843806e-06,7.73036487322202e-05,0.008426097711812,0.0928416821273964,30
"181",9,8,2012,"SST",0.018096650899102,3.43959402290418e-06,0,0.00239641311069883,0.0385745207173779,30
"182",9,8,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"183",9,8,2012,"EKE",0.0753545020838731,9.59522720648631e-06,0.00788497217068646,0.0960884353741497,0.288265306122449,30
"184",9,8,2012,"YWIND",0.101965284077116,1.06613339597375e-05,0.0162337662337662,0.171072974644403,0.376082251082251,30
"185",9,8,2012,"SLA",0.0297657723590796,4.50419374933044e-06,7.73036487322202e-05,0.00819418676561534,0.0808596165739023,30
"186",9,9,2012,"SST",0.0186752333653968,3.15381489451749e-06,0,0.00162337662337662,0.0381880024737168,30
"187",9,9,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"188",9,9,2012,"EKE",0.0752759124617299,9.62620178608667e-06,0.00788497217068646,0.0971706864564007,0.284786641929499,30
"189",9,9,2012,"YWIND",0.121628614042874,1.10359783638736e-05,0.0279839208410637,0.22735003092146,0.397186147186147,30
"190",9,9,2012,"SLA",0.028601805697279,4.56998765310117e-06,7.73036487322202e-05,0.00927643784786642,0.0771490414347557,30
"191",9,10,2012,"SST",0.0169639169833046,2.7907834663867e-06,0,0.00131416202844774,0.0279839208410637,30
"192",9,10,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"193",9,10,2012,"EKE",0.0749282406889733,9.5919293706487e-06,0.0072665429808287,0.0971706864564007,0.284554730983302,30
"194",9,10,2012,"YWIND",0.112150273656612,1.48419881214901e-05,0.0595238095238095,0.219387755102041,0.312847866419295,30
"195",9,10,2012,"SLA",0.0280242973771097,4.62289521939486e-06,7.73036487322202e-05,0.00974025974025974,0.0742888064316636,30
"196",9,11,2012,"SST",0.0161376658247677,2.6931954626205e-06,0,0.000618429189857761,0.0248144712430427,30
"197",9,11,2012,"CHLA",0.0219540499057233,3.96650624111662e-06,0,0.00286023500309215,0.0814780457637601,30
"198",9,11,2012,"EKE",0.0741067985041669,9.51632920515556e-06,0.00811688311688312,0.0950834879406308,0.280534941249227,30
"199",9,11,2012,"YWIND",0.0465378236092607,5.47635558512926e-06,0,0.0145330859616574,0.199598021026592,30
"200",9,11,2012,"SLA",0.0276000743461846,4.69554829042336e-06,7.73036487322202e-05,0.0102813852813853,0.072665429808287,30
"201",9,12,2012,"SST",0.0263781406638757,2.9462239044199e-06,0,0.0011595547309833,0.0445269016697588,30
